kind,path,detail,impact
duplicate_or_nonindependent_evaluation,experiments/levir_mci_weak_pd08_lm001_ls001_noreweight/test_paper_best_result.json,same checkpoint and scorer-result path as eval-62d5fce7240eda4d,medium
duplicate_or_nonindependent_evaluation,experiments/levir_mci_weak_pd08_lm003_ls001_noreweight/test_nochange_result.json,same checkpoint and scorer-result path as eval-7f80359e7a755262,medium
duplicate_or_nonindependent_evaluation,experiments/levir_mci_weak_pd08_lm003_ls001_noreweight/test_overall_result.json,same checkpoint and scorer-result path as eval-7f80359e7a755262,medium
duplicate_or_nonindependent_evaluation,experiments/levir_mci_weak_pd08_lm003_ls001_noreweight/test_paper_best_result.json,same checkpoint and scorer-result path as eval-7f80359e7a755262,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_7_5_val_pareto_locked/test_change_result.json,same checkpoint and scorer-result path as eval-6e0be6c975a70325,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_7_5_val_pareto_locked/test_nochange_result.json,same checkpoint and scorer-result path as eval-6e0be6c975a70325,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_7_5_val_pareto_locked/test_overall_result.json,same checkpoint and scorer-result path as eval-6e0be6c975a70325,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_7_6_stable_locked/test_change_result.json,same checkpoint and scorer-result path as eval-d9f0efb0e8be0589,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_7_6_stable_locked/test_nochange_result.json,same checkpoint and scorer-result path as eval-d9f0efb0e8be0589,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_7_6_stable_locked/test_overall_result.json,same checkpoint and scorer-result path as eval-d9f0efb0e8be0589,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_card_rgb_baseline_legacy_noncanonical_20260729_094345/test_no-change_result.json,same checkpoint and scorer-result path as eval-14cd0d8b5fcf8724,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_card_rgb_baseline_legacy_noncanonical_20260729_094345/test_overall_result.json,same checkpoint and scorer-result path as eval-14cd0d8b5fcf8724,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_card_rgb_baseline_legacy_noncanonical_20260729_094345/test_paper_best_result.json,same checkpoint and scorer-result path as eval-14cd0d8b5fcf8724,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_card_semantic_crossattn/test_no-change_result.json,same checkpoint and scorer-result path as eval-88998cf8444ee13e,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_card_semantic_crossattn/test_overall_result.json,same checkpoint and scorer-result path as eval-88998cf8444ee13e,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_card_semantic_crossattn/test_paper_best_result.json,same checkpoint and scorer-result path as eval-88998cf8444ee13e,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_lsem0000_pdgrid_reselect_balanced/test_nochange_result.json,same checkpoint and scorer-result path as eval-0db49f667e065ad0,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_lsem0000_pdgrid_reselect_balanced/test_overall_result.json,same checkpoint and scorer-result path as eval-0db49f667e065ad0,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_lsem0000_pdgrid_reselect_balanced/test_paper_best_result.json,same checkpoint and scorer-result path as eval-0db49f667e065ad0,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd00_lsem0000/test_nochange_result.json,same checkpoint and scorer-result path as eval-4c4363e0388a494b,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd00_lsem0000/test_overall_result.json,same checkpoint and scorer-result path as eval-4c4363e0388a494b,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd00_lsem0000/test_paper_best_result.json,same checkpoint and scorer-result path as eval-4c4363e0388a494b,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd05_lsem0000/test_nochange_result.json,same checkpoint and scorer-result path as eval-1b55aaecac4f8f93,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd05_lsem0000/test_overall_result.json,same checkpoint and scorer-result path as eval-1b55aaecac4f8f93,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd05_lsem0000/test_paper_best_result.json,same checkpoint and scorer-result path as eval-1b55aaecac4f8f93,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd05_lsem0005/test_nochange_result.json,same checkpoint and scorer-result path as eval-bdbb649838d8b8dc,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd05_lsem0005/test_overall_result.json,same checkpoint and scorer-result path as eval-bdbb649838d8b8dc,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd05_lsem0005/test_paper_best_result.json,same checkpoint and scorer-result path as eval-bdbb649838d8b8dc,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd05_lsem001/test_nochange_result.json,same checkpoint and scorer-result path as eval-faf1bb36a45d2435,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd05_lsem001/test_overall_result.json,same checkpoint and scorer-result path as eval-faf1bb36a45d2435,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd05_lsem001/test_paper_best_result.json,same checkpoint and scorer-result path as eval-faf1bb36a45d2435,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd07_lsem0000/test_nochange_result.json,same checkpoint and scorer-result path as eval-d5a1f8f2c2bf066e,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd07_lsem0000/test_overall_result.json,same checkpoint and scorer-result path as eval-d5a1f8f2c2bf066e,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd07_lsem0000/test_paper_best_result.json,same checkpoint and scorer-result path as eval-d5a1f8f2c2bf066e,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_gamma005_lsem0005/test_nochange_result.json,same checkpoint and scorer-result path as eval-85e0e49285ab9e50,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_gamma005_lsem0005/test_overall_result.json,same checkpoint and scorer-result path as eval-85e0e49285ab9e50,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_gamma005_lsem0005/test_paper_best_result.json,same checkpoint and scorer-result path as eval-85e0e49285ab9e50,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0000/test_nochange_result.json,same checkpoint and scorer-result path as eval-d559d3091091185c,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0000/test_overall_result.json,same checkpoint and scorer-result path as eval-d559d3091091185c,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0000/test_paper_best_result.json,same checkpoint and scorer-result path as eval-d559d3091091185c,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0000_reselect_balanced/test_nochange_result.json,same checkpoint and scorer-result path as eval-d3659e93b258daa4,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0000_reselect_balanced/test_overall_result.json,same checkpoint and scorer-result path as eval-d3659e93b258daa4,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0000_reselect_balanced/test_paper_best_result.json,same checkpoint and scorer-result path as eval-d3659e93b258daa4,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0000_reselect_bestcider/test_nochange_result.json,same checkpoint and scorer-result path as eval-08704b50b41d4ca9,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0000_reselect_bestcider/test_overall_result.json,same checkpoint and scorer-result path as eval-08704b50b41d4ca9,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0000_reselect_bestcider/test_paper_best_result.json,same checkpoint and scorer-result path as eval-08704b50b41d4ca9,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0000_reselect_spiceconstrained/test_nochange_result.json,same checkpoint and scorer-result path as eval-88481c0d4feeab69,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0000_reselect_spiceconstrained/test_overall_result.json,same checkpoint and scorer-result path as eval-88481c0d4feeab69,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0000_reselect_spiceconstrained/test_paper_best_result.json,same checkpoint and scorer-result path as eval-88481c0d4feeab69,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0001/test_nochange_result.json,same checkpoint and scorer-result path as eval-48dcf7d342cec4d8,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0001/test_overall_result.json,same checkpoint and scorer-result path as eval-48dcf7d342cec4d8,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0001/test_paper_best_result.json,same checkpoint and scorer-result path as eval-48dcf7d342cec4d8,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0005/test_nochange_result.json,same checkpoint and scorer-result path as eval-001ca3e34c1a7ee7,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0005/test_overall_result.json,same checkpoint and scorer-result path as eval-001ca3e34c1a7ee7,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem0005/test_paper_best_result.json,same checkpoint and scorer-result path as eval-001ca3e34c1a7ee7,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem001/test_nochange_result.json,same checkpoint and scorer-result path as eval-5dd838285059777d,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem001/test_overall_result.json,same checkpoint and scorer-result path as eval-5dd838285059777d,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd08_lsem001/test_paper_best_result.json,same checkpoint and scorer-result path as eval-5dd838285059777d,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd09_lsem0000/test_nochange_result.json,same checkpoint and scorer-result path as eval-ab5c1d57f4b1f247,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd09_lsem0000/test_overall_result.json,same checkpoint and scorer-result path as eval-ab5c1d57f4b1f247,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd09_lsem0000/test_paper_best_result.json,same checkpoint and scorer-result path as eval-ab5c1d57f4b1f247,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd09_lsem0005/test_nochange_result.json,same checkpoint and scorer-result path as eval-75e53bfaa8d212f4,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd09_lsem0005/test_overall_result.json,same checkpoint and scorer-result path as eval-75e53bfaa8d212f4,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_crossattn_pd09_lsem0005/test_paper_best_result.json,same checkpoint and scorer-result path as eval-75e53bfaa8d212f4,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_mci_pd05_locked_lr2e4_seed1111/test_nochange_result.json,same checkpoint and scorer-result path as eval-52bfbec9acdb6e38,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_mci_pd05_locked_lr2e4_seed1111/test_optimized_locked_result.json,same checkpoint and scorer-result path as eval-52bfbec9acdb6e38,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_mci_pd05_locked_lr2e4_seed1111/test_overall_result.json,same checkpoint and scorer-result path as eval-52bfbec9acdb6e38,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_mci_pd05_locked_lr2e4_seed2222/test_nochange_result.json,same checkpoint and scorer-result path as eval-e55d6ee9b700ceea,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_mci_pd05_locked_lr2e4_seed2222/test_optimized_locked_result.json,same checkpoint and scorer-result path as eval-e55d6ee9b700ceea,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_mci_pd05_locked_lr2e4_seed2222/test_overall_result.json,same checkpoint and scorer-result path as eval-e55d6ee9b700ceea,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_mci_pd05_locked_lr2e4_seed3333/test_nochange_result.json,same checkpoint and scorer-result path as eval-aad70065fa0588ec,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_mci_pd05_locked_lr2e4_seed3333/test_optimized_locked_result.json,same checkpoint and scorer-result path as eval-aad70065fa0588ec,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_mci_pd05_locked_lr2e4_seed3333/test_overall_result.json,same checkpoint and scorer-result path as eval-aad70065fa0588ec,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_wcsg_card_final/test_nochange_result.json,same checkpoint and scorer-result path as eval-913fe89ed799bd32,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_wcsg_card_final/test_overall_result.json,same checkpoint and scorer-result path as eval-913fe89ed799bd32,medium
duplicate_or_nonindependent_evaluation,experiments/second_cc_wcsg_card_final/test_paper_best_result.json,same checkpoint and scorer-result path as eval-913fe89ed799bd32,medium
